Order,Vital Records Form,Form URL,Form Element,IG,Mapping Profile,Profile,Field,Extension,Questionnaire,QuestionnaireField,Notes/Questions,Mapping IG,computable
5-158,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,39.4. Maternal Morbidity: Unplanned hysterectomy,not implemented,not implemented,not implemented,,,,,"See NA tab, row 46",,
5-159,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,39.5. Maternal Morbidity: Admission to intensive care unit,BFDR,Observation-icu-admission,Observation-icu-admission,,,,,,,ObservationICUAdmission
5-160,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,39.6. Maternal Morbidity: Unplanned operating room procedure following delivery,not implemented,not implemented,not implemented,,,,,"See NA tab, row 47
Also removed for LB.",,
5-161,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,39.7. Maternal Morbidity: None of the above,BFDR,Observation-none-of-specified-maternal-morbidities,Observation-none-of-specified-maternal-morbidities,,,,,,,ObservationNoneOfSpecifiedMaternalMorbidities
5-162,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,40. Congenital Anomalies of the Fetus,not implemented,not implemented,not implemented,,,,,"See NA tab, rows 48-59",,
6-001,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,Patient’s medical record #,VRCPL,Patient-mother-vr,Patient-mother-vr,identifier:MRN,,,,"""Patient"" is mother, correct?",,PatientMotherVitalRecords
6-002,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,Patient’s name,VRCPL,Patient-mother-vr,Patient-mother-vr,name:currentLegalName,,,,"""Patient"" is mother, correct?",,PatientMotherVitalRecords
6-003,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,1. Facility name,BFDR,Location-bfdr,Location-bfdr,name,,,,,BFDR,LocationBFDR
6-003,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,1. Facility address,BFDR,Location-bfdr,Location-bfdr,address,,,,,BFDR,LocationBFDR
6-004,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,2. Facility I.D. (National Provider Identifier),BFDR,Location-bfdr,Location-bfdr,identifier:NPI,,,,,BFDR,LocationBFDR
6-005,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,"3. City, Town or Location of delivery",FHIR,Patient-decedent-fetus,patient-birthPlace,,Patient-decedent-fetus.extension:birthPlace,,,,BFDR,PatientDecedentFetus
6-006,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,4. County of delivery,FHIR,Patient-decedent-fetus,patient-birthPlace,,Patient-decedent-fetus.extension:birthPlace,,,,BFDR,PatientDecedentFetus
6-007,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,5. Place of delivery,BFDR,Encounter-maternity,Encounter-maternity,location.physicalType,,,,,,EncounterMaternity
6-008,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,5.3. Planned to deliver at home,BFDR,Encounter-maternity,Encounter-maternity,location.physicalType,,,,,,EncounterMaternity
6-009,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,6. Date of first prenatal care visit,BFDR,Observation-date-of-first-prenatal-care-visit,Observation-date-of-first-prenatal-care-visit,value,,,,,,ObservationDateOfFirstPrenatalCareVisit
6-010,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,7. Date last normal menses began:,BFDR,Observation-last-menstrual-period,Observation-last-menstrual-period-vr,value,,,,,,ObservationLastMenstrualPeriod
6-011,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,8. Number of previous live births now living,BFDR,Observation-number-births-now-living,Observation-number-births-now-living-vr,value,,,,,,ObservationNumberBirthsNowLiving
6-012,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,9. Number of previous live births now dead,BFDR,Observation-number-births-now-dead,Observation-number-births-now-dead-vr,value,,,,,,ObservationNumberBirthsNowDead
6-013,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,10. Date of last live birth,BFDR,Observation-date-of-last-live-birth,Observation-date-of-last-live-birth,value,,,,,,ObservationDateOfLastLiveBirth
6-016,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,11.1. Risk factors in this pregnancy: Diabetes - Prepregnancy,BFDR,Condition-prepregnancy-diabetes,Condition-prepregnancy-diabetes-vr,,,,,,,ConditionPrepregnancyDiabetes
6-017,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,11.2. Risk factors in this pregnancy: Diabetes - Gestational,BFDR,Condition-gestational-diabetes,Condition-gestational-diabetes-vr,,,,,,,ConditionGestationalDiabetes
6-019,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,11.3. Risk factors in this pregnancy: Hypertension - Prepregnancy,BFDR,Condition-prepregnancy-hypertension,Condition-prepregnancy-hypertension-vr,,,,,,,ConditionPrepregnancyHypertension
6-020,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,11.4. Risk factors in this pregnancy: Hypertension - Gestational,BFDR,Condition-gestational-hypertension,Condition-gestational-hypertension-vr,,,,,,,ConditionGestationalHypertension
6-021,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,11.5. Risk factors in this pregnancy: Eclampsia,BFDR,Condition-eclampsia-hypertension,Condition-eclampsia-hypertension-vr,,,,,,,ConditionEclampsiaHypertension
6-022,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,11.6. Risk factors in this pregnancy: Pregnancy resulted from infertility treatment,BFDR,Procedure-infertility-treatment,Procedure-infertility-treatment-vr,,,,,,,ProcedureInfertilityTreatment
6-023,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,"11.7. Risk factors in this pregnancy: Fertility-enhancing drugs, artificial insemination or intrauterine insemination",BFDR,Procedure-fertility-enhancing-drug-therapy-artificial-insem,Procedure-fertility-enhancing-drug-therapy-artificial-insem-vr,,,,,,,ProcedureFertilityEnhancingDrugTherapyArtificialInsemination
6-024,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,11.8. Risk factors in this pregnancy: Assisted reproductive technology,BFDR,Procedure-assisted-reproductive-technology,Procedure-assisted-reproductive-technology-vr,,,,,,,ProcedureAssistedReproductiveTechnology
6-025,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,11.9. Risk factors in this pregnancy: previous cesarean delivery,BFDR,Observation-previous-cesarean,Observation-previous-cesarean-vr,,,,,,,ObservationPreviousCesarean
6-025,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,11.9. Risk factors in this pregnancy: previous cesarean delivery,BFDR,Observation-number-previous-cesareans,Observation-number-previous-cesareans,,,,,,,ObservationNumberPreviousCesareans
6-026,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,11.10. Risk factors in this pregnancy: None of the above,BFDR,Observation-none-of-specified-pregnancy-risk-factors,Observation-none-of-specified-pregnancy-risk-factors-vr,,,,,,,ObservationNoneOfSpecifiedPregnancyRiskFactors
6-027,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,12. Date of delivery,BFDR,Patient-decedent-fetus,Patient-decedent-fetus,birthDate,,,,,,PatientDecedentFetus
6-028,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,13. Time of delivery,FHIR,Patient-decedent-fetus,patient-birthTime,,Patient-decedent-fetus.extension:birthTime,,,,BFDR,PatientDecedentFetus
6-029,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,14. Name of person completing report,VRCPL,Practitioner-vr,Practitioner-vr,name,,,,,VRCPL,PractitionerVitalRecords
6-029,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,14. Title of person completing report,VRCPL,Practitioner-vr,Practitioner-vr,qualification,,,,,VRCPL,PractitionerVitalRecords
6-030,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,15. Date report completed,BFDR,Composition-provider-fetal-death-report,Composition-provider-fetal-death-report,date,,,,What to do for this form item?,,CompositionProviderFetalDeathReport
6-031,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,16. Attendant’s name,BFDR,Practitioner-birth-attendant,Practitioner-birth-attendant,name,,,,,BFDR,PractitionerBirthAttendant
6-031,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,16. Attendant’s title,BFDR,Practitioner-birth-attendant,Practitioner-birth-attendant,qualification,,,,,BFDR,PractitionerBirthAttendant
6-031,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,16. Attendant’s N.P.I.,BFDR,Practitioner-birth-attendant,Practitioner-birth-attendant,identifier,,,,,BFDR,PractitionerBirthAttendant
6-033,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,17.A. Method of Delivery: Fetal presentation at delivery,BFDR,Observation-fetal-presentation,Observation-fetal-presentation,value,,,,,,ObservationFetalPresentation
6-034,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,17.B. Method of Delivery: Final route and method of delivery,BFDR,Procedure-final-route-method-delivery,Procedure-final-route-method-delivery,code,,,,,,ProcedureFinalRouteMethodDelivery
6-036,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,18.1. Maternal Morbidity: Ruptured uterus,BFDR,Condition-ruptured-uterus,Condition-ruptured-uterus,,,,,,,ConditionRupturedUterus
6-037,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,18.2. Maternal Morbidity: Admission to intensive care unit,BFDR,Observation-icu-admission,Observation-icu-admission,,,,,,,ObservationICUAdmission
6-038,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,18.3. Maternal Morbidity: None of the above,BFDR,Observation-none-of-specified-maternal-morbidities,Observation-none-of-specified-maternal-morbidities,,,,,,,ObservationNoneOfSpecifiedMaternalMorbidities
6-039,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,19. Weight of fetus,BFDR,Observation-birth-weight,Observation-birth-weight,value,,,,,,ObservationBirthWeight
6-040,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,20. Obstetric estimate of gestation at delivery,BFDR,Observation-gestational-age-at-delivery,Observation-gestational-age-at-delivery-vr,value,,,,,,ObservationGestationalAgeAtDelivery
6-041,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,21. Sex,US CORE,Patient-decedent-fetus,us-core-birthsex,,Patient-decedent-fetus.extension:birthsex,,,,BFDR,PatientDecedentFetus
6-042,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,22. Plurality,FHIR,Patient-decedent-fetus,patient-multipleBirthTotal,,Patient-decedent-fetus.multipleBirth[x].extension:multipleBirthTotal,,,,BFDR,PatientDecedentFetus
6-043,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,"23. If not single delivery, order delivered in the pregnancy",BFDR,Patient-decedent-fetus,Patient-decedent-fetus,multipleBirthInteger,,,,,,PatientDecedentFetus
6-044,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,"24. If not single delivery, specify number of fetal losses in this delivery",BFDR,Observation-number-fetal-deaths-this-delivery,Observation-number-fetal-deaths-this-delivery-vr,value,,,,,,ObservationNumberFetalDeathsThisDelivery
6-045,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,25. Method of Disposition,BFDR,Observation-fetal-remains-disposition-method,Observation-fetal-remains-disposition-method,value,,,,,,ObservationFetalRemainsDispositionMethod
6-046,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,26. Initiating Cause/Condition,BFDR,Condition-fetal-death-initiating-cause-or-condition,Condition-fetal-death-initiating-cause-or-condition,code,,,,,,ConditionFetalDeathInitiatingCauseOrCondition
6-061,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,27. Other Significant Causes or Conditions,BFDR,Condition-fetal-death-other-cause-or-condition,Condition-fetal-death-other-cause-or-condition,code,,,,,,ConditionFetalDeathOtherCauseOrCondition
6-076,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,28. Was an autopsy performed?,VRCPL,Observation-autopsy-performed-indicator-vr,Observation-autopsy-performed-indicator-vr,value,,,,,,ObservationAutopsyPerformedIndicatorVitalRecords
6-077,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,29. Was a histological placental examination performed?,BFDR,Observation-histological-placental-exam-performed,Observation-histological-placental-exam-performed,value,,,,,,ObservationHistologicalPlacentalExamPerformed
6-078,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,30. Were autopsy or histological placental examination results used in determining the cause of fetal death?,BFDR,Observation-autopsy-histological-exam-results-used,Observation-autopsy-histological-exam-results-used,value,,,,,,ObservationAutopsyHistologicalExamResultsUsed
6-079,2019 US Standard Facility Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-facility-worksheet-2019-508.pdf,31. Estimated time of fetal death,BFDR,Observation-fetal-death-time-point,Observation-fetal-death-time-point,value,,,,,,ObservationFetalDeathTimePoint
7-001,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,Patient’s Medical Record #,VRCPL,Patient-mother-vr,Patient-mother-vr,identifier:MRN,,Questionnaire-patients-fetal-death,source,,,PatientMotherVitalRecords
7-002,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,Patient’s Name,VRCPL,Patient-mother-vr,Patient-mother-vr,name:currentLegalName,,Questionnaire-patients-fetal-death,source,,,PatientMotherVitalRecords
7-003,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,1. Would you like to name the child?,BFDR,Patient-decedent-fetus,Patient-decedent-fetus,name,,Questionnaire-patients-fetal-death,item.linkId=child-name,,,PatientDecedentFetus
7-004,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,2. What is your current legal name?,VRCPL,Patient-mother-vr,Patient-mother-vr,name:currentLegalName,,Questionnaire-patients-fetal-death,item.linkId=mother-current-legal-name,,,PatientMotherVitalRecords
7-005,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,3. Where do you usually live (household/residence location)?,VRCPL,Patient-mother-vr,Patient-mother-vr,address,,Questionnaire-patients-fetal-death,item.linkId=mother-address,,,PatientMotherVitalRecords
7-006,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,4. Is this household inside city limits?,VRCPL,Patient-mother-vr,Extension-within-city-limits-indicator-vr,,address.extension:withinCityLimitsIndicator,Questionnaire-patients-fetal-death,item.linkId=inside-city-limits,,VRCPL,PatientMotherVitalRecords
7-007,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,5. What is your mailing address?,VRCPL,Patient-mother-vr,Patient-mother-vr,address,,Questionnaire-patients-fetal-death,item.linkId=mother-mail,,,PatientMotherVitalRecords
7-008,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,6. What is your date of birth?,VRCPL,Patient-mother-vr,Patient-mother-vr,birthDate,,Questionnaire-patients-fetal-death,item.linkId=mother-dob,,,PatientMotherVitalRecords
7-009,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,"7. In what State, U.S. territory, or foreign country were you born?",FHIR,Patient-mother-vr,patient-birthPlace,,Patient-mother-vr.extension:birthPlace,Questionnaire-patients-fetal-death,item.linkId=mother-birthplace,,VRCPL,PatientMotherVitalRecords
7-010,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,8. What is the highest level of schooling that you have completed at the time of delivery?,VRCPL,Observation-education-level-vr,Observation-education-level-vr,code,,Questionnaire-patients-fetal-death,item.linkId=mother-education,,,ObservationEducationLevelVitalRecords
7-011,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,9. Are you Spanish/Hispanic/Latina?,VRCPL,input-race-and-ethnicity-vr,input-race-and-ethnicity-vr,"component.value, subject is Mother",,Questionnaire-patients-fetal-death,item.linkId=mother-ethnicity,,VRCPL,ObservationInputRaceAndEthnicityVitalRecords
7-012,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,10. What is your race?,VRCPL,input-race-and-ethnicity-vr,input-race-and-ethnicity-vr,"component.value, subject is Mother",,Questionnaire-patients-fetal-death,item.linkId=mother-race,,VRCPL,ObservationInputRaceAndEthnicityVitalRecords
7-013,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,11. What is the current legal name of your baby’s father?,VRCPL,RelatedPerson-father-natural-vr,RelatedPerson-father-natural-vr,name,,Questionnaire-patients-fetal-death,item.linkId=father-current-legal-name,,,RelatedPersonFatherNaturalVitalRecords
7-014,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,12. What is the father’s date of birth?,VRCPL,RelatedPerson-father-natural-vr,RelatedPerson-father-natural-vr,birthDate,,Questionnaire-patients-fetal-death,item.linkId=father-dob,,,RelatedPersonFatherNaturalVitalRecords
7-015,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,"13. In what State, U.S. territory, or foreign country was the father born?",VRCPL,RelatedPerson-father-natural-vr,Extension-relatedperson-birthplace-vr,,RelatedPerson-father-natural-vr.extension:birthPlace,Questionnaire-patients-fetal-death,item.linkId=father-birthplace,,VRCPL,RelatedPersonFatherNaturalVitalRecords
7-016,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,"14. Did you receive WIC (Women, Infants & Children) food for yourself during this pregnancy?",BFDR,Observation-mother-received-wic-food,Observation-mother-received-wic-food,value,,Questionnaire-patients-fetal-death,item.linkId=receive-wic,,,ObservationMotherReceivedWICFood
7-017,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,15. What is your height?,BFDR,Observation-mother-height,Observation-mother-height-vr,value,,Questionnaire-patients-fetal-death,item.linkId=mothers-height,,,ObservationMotherHeight
7-018,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,16. What was your prepregnancy weight?,BFDR,Observation-mother-prepregnancy-weight,Observation-mother-prepregnancy-weight-vr,value,,Questionnaire-patients-fetal-death,item.linkId=mothers-prepregnancy-weight,,,ObservationMotherPrepregnancyWeight
7-019,2019 US Standard Patient’s Worksheet for the Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/fetal-death-mother-worksheet-english-2019-508.pdf,17. How many cigarettes OR packs of cigarettes did you smoke on an average day during each time period?,BFDR,Observation-cigarette-smoking-before-during-pregnancy,Observation-cigarette-smoking-before-during-pregnancy,value,,Questionnaire-patients-fetal-death,item.linkId=mothers-smoking,,,ObservationCigaretteSmokingBeforeDuringPregnancy
8-001,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,1. Decedent's Legal Name,VRDR,vrdr-decedent,vrdr-decedent,name,,,,,,Decedent
8-002,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,2. Sex,VRDR,vrdr-decedent,NVSS-SexAtDeath,extension:NVSS-SexAtDeath,vrdr-decedent.extension:NVSS-SexAtDeath,,,,VRDR,Decedent
8-003,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,3. Social Security Number,VRDR,vrdr-decedent,vrdr-decedent,identifier:SSN,,,,,,Decedent
8-004,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,4a. Age,VRDR,vrdr-decedent-age,vrdr-decedent-age,value,,,,,,DecedentAge
8-005,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,4b. Under 1 Year,VRDR,vrdr-decedent-age,vrdr-decedent-age,value,,,,,,DecedentAge
8-006,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,4c. Under 1 Day,VRDR,vrdr-decedent-age,vrdr-decedent-age,value,,,,,,DecedentAge
8-007,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,5. Date of Birth,VRDR,vrdr-decedent,vrdr-decedent,birthDate,,,,,,Decedent
8-008,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,6. Birthplace,FHIR,vrdr-decedent,patient-birthPlace,extension:birthPlace,vrdr-decedent.extension:birthPlace,,,,VRDR,Decedent
8-009,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,7a. Residence-State,VRDR,vrdr-decedent,vrdr-decedent,address.state,,,,,,Decedent
8-010,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,7b. County,VRDR,vrdr-decedent,vrdr-decedent,address.district,,,,,,Decedent
8-011,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,7c. City or Town,VRDR,vrdr-decedent,vrdr-decedent,address.city,,,,,,Decedent
8-012,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,7d. Street and Number,VRDR,vrdr-decedent,vrdr-decedent,address.line,,,,,,Decedent
8-013,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,7e. Apt No,VRCPL,vrdr-decedent,UnitOrAptNumber,address.extension:unitnumber,vrdr-decedent.extension:unitnumber,,,,VRDR,Decedent
8-014,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,7f. Zip Code,VRDR,vrdr-decedent,vrdr-decedent,address.postalCode,,,,,,Decedent
8-015,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,7g. Inside City Limits?,VRCPL,vrdr-decedent,Extension-within-city-limits-indicator-vr,address.extension:withinCityLimitsIndicator,address.extension:withinCityLimitsIndicator,,,,VRDR,Decedent
8-016,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,8. Ever in US Armed Forces?,VRDR,vrdr-decedent-military-service,vrdr-decedent,value,,,,,,DecedentMilitaryService
8-017,U.S. Standard Certificate of Death,https://www.cdc.gov/nchs/data/dvs/DEATH11-03final-ACC.pdf,9. Marital Status at Time of Death,VRDR,vrdr-decedent,vrdr-decedent,maritalStatus,,,,,,Decedent
